CMDLINE 'c:\program files\python38\python.exe' d:\Dropbox\hobby\Modding\Programs\Github\My_Repos\A3A_Logster_repo\A3A_Logster\another_experiment.py
MEM 1.757812 1598145732.0257
MEM 15.722656 1598145732.1257
MEM 15.730469 1598145732.2257
MEM 15.730469 1598145732.3260
MEM 15.730469 1598145732.4266
MEM 15.730469 1598145732.5267
MEM 15.730469 1598145732.6277
MEM 15.730469 1598145732.7284
MEM 15.730469 1598145732.8290
MEM 15.730469 1598145732.9299
MEM 15.730469 1598145733.0300
MEM 15.730469 1598145733.1300
MEM 15.730469 1598145733.2301
MEM 15.730469 1598145733.3302
MEM 15.730469 1598145733.4304
MEM 15.730469 1598145733.5314
MEM 15.730469 1598145733.6314
MEM 15.730469 1598145733.7324
MEM 15.730469 1598145733.8325
MEM 15.730469 1598145733.9328
MEM 15.730469 1598145734.0329
MEM 15.730469 1598145734.1330
MEM 15.730469 1598145734.2339
MEM 15.730469 1598145734.3349
MEM 15.730469 1598145734.4349
MEM 15.730469 1598145734.5359
MEM 15.730469 1598145734.6369
MEM 15.730469 1598145734.7369
MEM 15.730469 1598145734.8369
MEM 15.730469 1598145734.9379
MEM 15.730469 1598145735.0379
MEM 15.730469 1598145735.1389
MEM 15.730469 1598145735.2390
MEM 15.730469 1598145735.3393
MEM 15.730469 1598145735.4403
MEM 15.730469 1598145735.5405
MEM 15.730469 1598145735.6415
MEM 15.730469 1598145735.7422
MEM 15.730469 1598145735.8431
MEM 15.730469 1598145735.9435
MEM 15.730469 1598145736.0435
MEM 15.730469 1598145736.1436
MEM 15.730469 1598145736.2436
MEM 15.730469 1598145736.3446
MEM 15.730469 1598145736.4446
MEM 15.730469 1598145736.5456
MEM 15.730469 1598145736.6465
MEM 15.730469 1598145736.7471
MEM 15.730469 1598145736.8473
MEM 15.730469 1598145736.9474
MEM 15.730469 1598145737.0484
MEM 15.730469 1598145737.1485
MEM 15.730469 1598145737.2485
MEM 15.730469 1598145737.3486
MEM 15.730469 1598145737.4496
MEM 15.730469 1598145737.5496
MEM 15.730469 1598145737.6497
MEM 15.730469 1598145737.7507
MEM 15.730469 1598145737.8516
MEM 15.730469 1598145737.9517
MEM 15.730469 1598145738.0520
MEM 15.730469 1598145738.1530
MEM 15.730469 1598145738.2540
MEM 15.730469 1598145738.3550
MEM 15.730469 1598145738.4550
MEM 15.730469 1598145738.5550
MEM 15.730469 1598145738.6550
MEM 15.730469 1598145738.7560
MEM 15.730469 1598145738.8563
MEM 15.730469 1598145738.9573
MEM 15.730469 1598145739.0580
MEM 15.730469 1598145739.1584
MEM 15.730469 1598145739.2585
MEM 15.730469 1598145739.3594
MEM 15.730469 1598145739.4594
MEM 15.730469 1598145739.5604
MEM 15.730469 1598145739.6614
MEM 15.730469 1598145739.7614
MEM 15.730469 1598145739.8624
MEM 15.730469 1598145739.9624
MEM 15.730469 1598145740.0625
MEM 15.730469 1598145740.1625
MEM 15.730469 1598145740.2627
MEM 15.730469 1598145740.3628
MEM 15.730469 1598145740.4638
MEM 15.730469 1598145740.5643
MEM 15.730469 1598145740.6644
MEM 15.730469 1598145740.7653
MEM 15.730469 1598145740.8653
MEM 15.730469 1598145740.9654
MEM 15.730469 1598145741.0654
MEM 15.730469 1598145741.1656
MEM 15.730469 1598145741.2656
MEM 15.730469 1598145741.3662
MEM 15.730469 1598145741.4664
MEM 15.730469 1598145741.5673
MEM 15.730469 1598145741.6674
MEM 15.730469 1598145741.7684
MEM 15.730469 1598145741.8694
MEM 15.730469 1598145741.9694
MEM 15.730469 1598145742.0704
MEM 15.730469 1598145742.1713
MEM 15.730469 1598145742.2714
MEM 15.730469 1598145742.3716
MEM 15.730469 1598145742.4717
MEM 15.730469 1598145742.5727
MEM 15.730469 1598145742.6727
MEM 15.730469 1598145742.7728
MEM 15.730469 1598145742.8730
MEM 15.730469 1598145742.9731
MEM 15.730469 1598145743.0732
MEM 15.730469 1598145743.1742
MEM 15.730469 1598145743.2742
MEM 15.730469 1598145743.3742
MEM 15.730469 1598145743.4752
MEM 15.730469 1598145743.5752
MEM 15.730469 1598145743.6752
MEM 15.730469 1598145743.7754
MEM 15.730469 1598145743.8763
MEM 15.730469 1598145743.9765
MEM 15.730469 1598145744.0775
MEM 15.730469 1598145744.1777
MEM 15.730469 1598145744.2780
MEM 15.730469 1598145744.3790
MEM 15.730469 1598145744.4790
MEM 15.730469 1598145744.5800
MEM 15.730469 1598145744.6800
MEM 15.730469 1598145744.7800
MEM 15.730469 1598145744.8810
MEM 15.730469 1598145744.9812
MEM 15.730469 1598145745.0822
MEM 15.730469 1598145745.1831
MEM 15.730469 1598145745.2834
MEM 15.730469 1598145745.3844
MEM 15.730469 1598145745.4845
MEM 15.730469 1598145745.5855
MEM 15.730469 1598145745.6865
MEM 15.730469 1598145745.7865
MEM 15.730469 1598145745.8866
MEM 15.730469 1598145745.9867
MEM 15.730469 1598145746.0868
MEM 15.730469 1598145746.1877
MEM 15.730469 1598145746.2880
MEM 15.730469 1598145746.3880
MEM 15.730469 1598145746.4882
MEM 15.730469 1598145746.5882
MEM 15.730469 1598145746.6886
MEM 15.730469 1598145746.7889
MEM 15.730469 1598145746.8890
MEM 15.730469 1598145746.9893
MEM 15.730469 1598145747.0893
MEM 15.730469 1598145747.1903
MEM 15.730469 1598145747.2903
MEM 15.730469 1598145747.3913
MEM 15.730469 1598145747.4914
MEM 15.730469 1598145747.5914
MEM 15.730469 1598145747.6917
MEM 15.730469 1598145747.7923
MEM 15.730469 1598145747.8929
MEM 15.730469 1598145747.9934
MEM 15.730469 1598145748.0944
MEM 15.730469 1598145748.1954
MEM 15.730469 1598145748.2954
MEM 15.730469 1598145748.3960
MEM 15.730469 1598145748.4961
MEM 15.730469 1598145748.5971
MEM 15.730469 1598145748.6972
MEM 15.730469 1598145748.7981
MEM 15.730469 1598145748.8982
MEM 15.730469 1598145748.9991
MEM 15.730469 1598145749.0993
MEM 15.730469 1598145749.2003
MEM 15.730469 1598145749.3005
MEM 15.730469 1598145749.4005
MEM 15.730469 1598145749.5015
MEM 15.730469 1598145749.6015
MEM 15.730469 1598145749.7025
MEM 15.730469 1598145749.8035
MEM 15.730469 1598145749.9035
MEM 15.730469 1598145750.0045
MEM 15.730469 1598145750.1048
MEM 15.730469 1598145750.2058
MEM 15.730469 1598145750.3063
MEM 15.730469 1598145750.4069
MEM 15.730469 1598145750.5078
MEM 15.730469 1598145750.6081
MEM 15.730469 1598145750.7083
MEM 15.730469 1598145750.8086
MEM 15.730469 1598145750.9089
MEM 15.730469 1598145751.0094
MEM 15.730469 1598145751.1097
MEM 15.730469 1598145751.2103
MEM 15.730469 1598145751.3107
MEM 15.730469 1598145751.4112
MEM 15.730469 1598145751.5115
MEM 15.730469 1598145751.6121
MEM 15.730469 1598145751.7121
MEM 15.730469 1598145751.8122
MEM 15.730469 1598145751.9124
MEM 15.730469 1598145752.0133
MEM 15.730469 1598145752.1138
MEM 15.730469 1598145752.2140
MEM 15.730469 1598145752.3147
MEM 15.730469 1598145752.4151
MEM 15.730469 1598145752.5153
MEM 15.730469 1598145752.6156
MEM 15.730469 1598145752.7166
MEM 15.730469 1598145752.8167
MEM 15.730469 1598145752.9177
MEM 15.730469 1598145753.0177
MEM 15.730469 1598145753.1187
MEM 15.730469 1598145753.2187
MEM 15.730469 1598145753.3187
MEM 15.730469 1598145753.4197
MEM 15.730469 1598145753.5198
MEM 15.730469 1598145753.6198
MEM 15.730469 1598145753.7199
MEM 15.730469 1598145753.8201
MEM 15.730469 1598145753.9203
MEM 15.730469 1598145754.0213
MEM 15.730469 1598145754.1215
MEM 15.730469 1598145754.2218
MEM 15.730469 1598145754.3218
MEM 15.730469 1598145754.4228
MEM 15.730469 1598145754.5238
MEM 15.730469 1598145754.6238
MEM 15.730469 1598145754.7248
MEM 15.730469 1598145754.8248
MEM 15.730469 1598145754.9258
MEM 15.730469 1598145755.0258
MEM 15.730469 1598145755.1258
MEM 15.730469 1598145755.2268
MEM 15.730469 1598145755.3278
MEM 15.730469 1598145755.4278
MEM 15.730469 1598145755.5288
MEM 15.730469 1598145755.6298
MEM 15.730469 1598145755.7298
MEM 15.730469 1598145755.8308
MEM 15.730469 1598145755.9308
MEM 15.730469 1598145756.0318
MEM 15.730469 1598145756.1318
MEM 15.730469 1598145756.2328
MEM 15.730469 1598145756.3338
MEM 15.730469 1598145756.4348
MEM 15.730469 1598145756.5348
MEM 15.730469 1598145756.6358
MEM 15.730469 1598145756.7358
MEM 15.730469 1598145756.8358
MEM 15.730469 1598145756.9358
MEM 15.730469 1598145757.0368
MEM 15.730469 1598145757.1369
MEM 15.730469 1598145757.2379
MEM 15.730469 1598145757.3382
MEM 15.730469 1598145757.4382
MEM 15.730469 1598145757.5382
MEM 15.730469 1598145757.6384
MEM 15.730469 1598145757.7386
MEM 15.730469 1598145757.8388
MEM 15.730469 1598145757.9398
MEM 15.730469 1598145758.0402
MEM 15.730469 1598145758.1411
MEM 15.730469 1598145758.2412
MEM 15.730469 1598145758.3422
MEM 15.730469 1598145758.4428
MEM 15.730469 1598145758.5438
MEM 15.730469 1598145758.6449
MEM 15.730469 1598145758.7451
MEM 15.730469 1598145758.8455
MEM 15.730469 1598145758.9460
MEM 15.730469 1598145759.0460
MEM 15.730469 1598145759.1464
MEM 15.730469 1598145759.2465
